SAMPLENUM,STATION,SAMPLETYPE,QA_LINK,SPLIT,SPLITFACTOR,ANALYST,ANALYSTDATE,SCOPE_USED,POWER_USED,COMBO,SPECCODE,SUBGROUP,GROUP,LENGTH,SEX,ORGANISMCOUNT,COMMENT,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,1.533,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,0.532,NA,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,1.367,M,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Senecella calanoides,SENCALA,CAL,COP,2.625,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,4,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,3,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,M,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,3,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,1.098,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,1.019,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,1.535,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,0.752,M,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,M,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,0.586,NA,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,M,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,F,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,M,1,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,2,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,5,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,M,2,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,3,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,2,,,,,,,,,,
24GH00I73,HU 15M,D100,-1,A,64,LEW,9/9/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,1.034,F,1,,,,,,,,,,
