SAMPLENUM,STATION,SAMPLETYPE,QA_LINK,SPLIT,SPLITFACTOR,ANALYST,ANALYSTDATE,SCOPE_USED,POWER_USED,COMBO,SPECCODE,SUBGROUP,GROUP,LENGTH,SEX,ORGANISMCOUNT,COMMENT,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,0.532,NA,1,,,,,Calibration,0.996,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Daphnia galeata mendotae,DAPGALEM,DAP ,CLA,0.822,NA,1,,,,After,Calibration,1.04,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,1.04,F,1,,,,,Calibration,1.048,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,0.913,F,1,,,,Checked,Yes,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,0.762,NA,1,,,,Protocol,"Rev 7, July 2016",,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,1.106,M,1,,,,Comment:,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,1.139,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,0.88,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,1.09,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,0.795,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,0.922,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,0.696,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,0.887,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,1.22,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,0.839,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,0.776,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,0.974,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,0.609,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,0.681,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,0.849,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,0.85,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,1.086,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,0.447,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,0.983,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,0.701,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,1.058,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,0.887,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,1.007,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,0.79,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,1.11,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,0.568,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,0.987,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,0.668,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,1.056,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,1.107,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,1.222,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,0.965,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,0.977,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,0.97,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,0.72,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,0.956,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,1.032,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,0.627,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,0.894,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,1.14,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,1.096,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,0.65,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,0.928,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,0.819,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,0.503,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,0.973,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,0.89,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,NA,NA,1,Damaged,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,1.061,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,0.758,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,0.964,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,0.989,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.99,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,0.97,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,1.01,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,0.989,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,1.003,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,F,1,Damaged,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,0.708,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,1.027,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,0.961,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,0.797,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,0.874,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.702,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,0.943,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,0.753,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,0.973,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,0.925,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,1.415,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,1.027,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,1.005,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,0.843,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,0.972,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Skistodiaptomus oregonensis,SKIOREG,CAL,COP,1.216,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,1.017,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,1.065,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,0.933,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus sicilis,LEOSICI,CAL,COP,NA,F,1,Damaged,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,1.12,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,1.085,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,1,Damaged,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,0.787,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,0.655,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,6,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,9,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,1.04,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,0.851,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus minutus,LEOMINU,CAL,COP,NA,F,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,2,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Cyclops copepodites,CYCCOPE,CYCIMM,IMM,NA,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Limnocalanus copepodites,LIMCOPE,CALIMM,IMM,0.469,NA,1,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diaptomus copepodites,DIACOPE,CALIMM,IMM,NA,NA,3,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,M,7,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Leptodiaptomus ashlandi,LEOASHL,CAL,COP,NA,F,3,,,,,,,,,,
24GM00I73,MI 19,D100,-1,A,128,LEW,9/4/2024,GARNEAU,30X,Diacyclops thomasi,DIYTHOM,CYC ,COP,NA,M,1,,,,,,,,,,
