row_id,protocol,source_file,source_name,sample_num,station,station_raw,sample_type,qa_link,split,split_factor,analyst,analyst_date,analyst_date_raw,scope_used,power_used,species_name,species_code,subgroup,group_code,length_mm,width_mm,organism_count,rotvol_ml,submla_ml,submlb_ml,rot_subml_ml,comment,is_qa_sample,any_flag,flag_count,flag_notes,flag_missing_required,flag_negative_counts,flag_nonpositive_split_factor,flag_qa_link_issue,flag_split_factor_consistency,flag_missing_split_on_counted_rows,flag_missing_rotvol,flag_missing_subml,flag_nonpositive_rotvol,flag_nonpositive_subml,flag_unexpected_splits,flag_required_length_and_width,flag_collotheca_missing_width,flag_unexpected_width_without_length,flag_unexpected_power_used,flag_sample_not_in_master,flag_station_mismatch_vs_master,flag_depth_mismatch_vs_master,flag_species_code_not_in_key,flag_species_metadata_mismatch,flag_bad_d20_sample_id_suffix,flag_rot_not_allowed_in_d100,review_duplicate_organism_rows,review_station_standardized,review_multiple_analyst_dates_in_split,review_missing_analyst_date
5186,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Copepod nauplii,COPNAUP,NAU,NAU,0.131,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5187,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Dreissena polymorpha veliger,DREPOLYV,MOL,MOL,0.098,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5188,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Copepod nauplii,COPNAUP,NAU,NAU,0.143,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5189,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Dreissena polymorpha veliger,DREPOLYV,MOL,MOL,0.076,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5190,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Dreissena polymorpha veliger,DREPOLYV,MOL,MOL,0.071,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5191,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Copepod nauplii,COPNAUP,NAU,NAU,0.143,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5192,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Copepod nauplii,COPNAUP,NAU,NAU,0.138,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5193,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Dreissena polymorpha veliger,DREPOLYV,MOL,MOL,0.082,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5194,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Copepod nauplii,COPNAUP,NAU,NAU,0.163,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5195,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Notholca laurentiae,NOTLAUR,ROT,ROT,0.209,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5196,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Dreissena polymorpha veliger,DREPOLYV,MOL,MOL,0.077,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5197,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Dreissena polymorpha veliger,DREPOLYV,MOL,MOL,0.068,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5198,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Dreissena polymorpha veliger,DREPOLYV,MOL,MOL,0.077,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5199,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Copepod nauplii,COPNAUP,NAU,NAU,0.16,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5200,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Dreissena polymorpha veliger,DREPOLYV,MOL,MOL,0.077,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5201,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Dreissena polymorpha veliger,DREPOLYV,MOL,MOL,0.101,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5202,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Dreissena polymorpha veliger,DREPOLYV,MOL,MOL,0.078,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5203,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Copepod nauplii,COPNAUP,NAU,NAU,0.136,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5204,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Copepod nauplii,COPNAUP,NAU,NAU,0.108,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5205,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Synchaeta spp.,SYNSP,ROT,ROT,0.198,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5206,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Dreissena polymorpha veliger,DREPOLYV,MOL,MOL,0.079,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5207,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Dreissena polymorpha veliger,DREPOLYV,MOL,MOL,0.078,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5208,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Copepod nauplii,COPNAUP,NAU,NAU,0.14,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5209,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Dreissena polymorpha veliger,DREPOLYV,MOL,MOL,0.068,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
5210,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Copepod nauplii,COPNAUP,NAU,NAU,0.137,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5211,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Copepod nauplii,COPNAUP,NAU,NAU,0.257,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5212,rot,GLNPO 2024 Spring/GLNPO 2024 Spring/Erie/D20/Rots/ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,ER 09 D20 Spring 2024 24GE00I54 Rot.xlsx,24GE00I54,ER 09,ER 09,D20,NA,A,1,CCM,2026-02-19,2026-02-19,Polaris,100,Copepod nauplii,COPNAUP,NAU,NAU,0.129,0,1,105,1,NA,1,NA,FALSE,FALSE,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
